Titulo_original;Titulo_encontrado;Fuente;Sinopsis;Poster_URL;Generos;Puntuacion;Episodios;URL_Externa
Red Data Girl;RDG: Red Data Girl;Jikan (MyAnimeList);Fifteen-year-old Izumiko Suzuhara just wants to be a normal girl, but that is easier said than done. Raised in a shrine deep in the mountains, she grew up extremely sheltered and painfully shy. She also has the unfortunate tendency to destroy any electronic device simply by touching it.  Despite this, she still wants to try and change her life. To mark her determination to follow through on this transformation, Izumiko begins by cutting her bangs, which shocks both her classmates and protectors. And that's only the start! Her guardian, Yukimasa Sagara, forces his son, Miyuki, to come to the mountain shrine and become Izumiko's lifelong servant and protector. Too bad Izumiko and Miyuki cannot stand each other. They have known each other since they were children, and Miyuki bullied her terribly. He simply does not understand what is so special about Izumiko. His father calls Izumiko a goddess, but that cannot be true…can it? Will Izumiko and Miyuki work past their differences? Is she actually a literal goddess? Find out in RDG: Red Data Girl!;https://cdn.myanimelist.net/images/anime/4/50313l.jpg;Drama, Romance, Supernatural;6.56;12;https://myanimelist.net/anime/14921/RDG__Red_Data_Girl
Redline [2009][1080p][4.72 Gb];Redline;Jikan (MyAnimeList);"Every five years, an exhilarating race called Redline is held, and the universe's most anticipated competition has only one rule: that there are none. Racers are pushed to their absolute limit—a feeling that daredevil driver JP knows all too well. Having just qualified to participate in Redline, he is eager to battle against the other highly skilled drivers, particularly the beautiful rising star and the only other human that qualified, Sonoshee McLaren.  But this year's Redline may be far more dangerous than usual—it has been announced to take place on the planet Roboworld with its trigger-happy military and criminals who look to turn the race to their own advantage. However, the potential danger doesn't stop the racers; in fact, it only adds to the thrill. Relying solely on his vehicle's speed, JP prepares for the event to come, aiming to take first place in the biggest race of his life.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/12/28553l.jpg;Action, Sci-Fi;8.29;1;https://myanimelist.net/anime/6675/Redline
ReZero kara Hajimeru Isekai Seikatsu;Re:Zero kara Hajimeru Isekai Seikatsu;Jikan (MyAnimeList);"When Subaru Natsuki leaves the convenience store, the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things are not looking good for the bewildered teenager; however, not long after his arrival, he is attacked by some thugs. Armed with only a bag of groceries and a now useless cell phone, he is quickly beaten to a pulp. Fortunately, a mysterious beauty named Satella, in hot pursuit after the one who stole her insignia, happens upon Subaru and saves him. In order to thank the honest and kindhearted girl, Subaru offers to help in her search, and later that night, he even finds the whereabouts of that which she seeks. But unbeknownst to them, a much darker force stalks the pair from the shadows, and just minutes after locating the insignia, Subaru and Satella are brutally murdered.  However, Subaru immediately reawakens to a familiar scene—confronted by the same group of thugs, meeting Satella all over again—the enigma deepens as history inexplicably repeats itself.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1522/128039l.jpg;Drama, Fantasy, Suspense;8.25;25;https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu
Rick y Morty El Anime (2024);Rick y Morty: El Anime;TMDB;Rick and Morty: El Anime, es una aventura de 10 episodios, que será independiente de la serie insignia, pero que adaptará temas y eventos del título original.;https://image.tmdb.org/t/p/original/t8afaHdK5mlc7TUkYn4JqL8zBww.jpg;Animación, Sci-Fi & Fantasy, Action & Adventure;5.2;10;https://www.themoviedb.org/tv/202282
Ride Your Wave [2019][1080p][2.8 Gb];Kimi to, Nami ni Noretara;Jikan (MyAnimeList);Entranced by surfing and the sea, Hinako Mukaimizu is a spirited girl who attends college in a coastal city with no consideration for her future career. Her life takes an unexpected turn when a fireworks mishap sets the apartment building she lives in ablaze, where she is saved by a talented firefighter named Minato Hinageshi. Upon meeting, the two quickly become acquainted with one another—Hinako is instantly enamored by Minato's reliable personality and passion for saving others, while Minato is intrigued by surfing and is eager to learn how. As Hinako begins to teach Minato about surfing, the pair eventually fall in love and begin a gentle and devoted relationship.  However, while surfing may seem fun and carefree, it can still be a dangerous and unpredictable activity. This is what Hinako learns when a surfing incident completely changes her life, leaving her forced to contemplate her undecided future. In search of her own calling, Hinako begins her journey of self-discovery, keeping Minato by her side as she gradually attempts to find her purpose and ride her own wave.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1893/99701l.jpg;Drama, Romance, Supernatural;7.62;1;https://myanimelist.net/anime/38594/Kimi_to_Nami_ni_Noretara
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu;Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu;Jikan (MyAnimeList);Mitsuha Yamano could not have had it worse. After failing to enter her university of choice and losing her entire family in an accident, she finds herself plummeting off a cliff due to an especially fragile guardrail. Through what seems to be the only bit of the fortune left in her life, Mitsuha's firm unwillingness to die allows her to be transported to another world, where she ends up surviving.  In this foreign land, Mitsuha wanders around for days before collapsing from exhaustion and being rescued by a little girl named Colette. Not long after, she finds herself in yet another life-threatening situation, and her indomitable will shines once more, granting her an audience with a divine cosmic being. The entity reveals to Mitsuha that she has acquired not only superhuman regeneration but also the ability to transport between worlds at will.  Armed with this new information, Mitsuha brainstorms ways to utilize her newfound power to its full potential. Realizing that she can take goods from Earth and resell them to the other world at a higher price, she resolves to save up eighty thousand gold coins to be able to retire comfortably.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1890/131473l.jpg;Fantasy;6.94;12;https://myanimelist.net/anime/52461/Rougo_ni_Sonaete_Isekai_de_8-manmai_no_Kinka_wo_Tamemasu
Ryuu to Sobakasu no Hime Belle;Ryuu to Sobakasu no Hime;Jikan (MyAnimeList);"""U"" is a popular social media platform where people can create a virtual persona and start a new life. Among its five billion users, one newcomer is quickly gaining attention: Belle, a beautiful singer whose alluring melodies slowly capture the hearts of the masses. But in this space where everyone hides behind an avatar, curiosity arises over who the mysterious girl truly is.   Suzu Naito—a shy girl from the countryside—can no longer sing following past trauma, all her efforts resulting in breakdowns and illness. However, when Suzu joins U, she is once again able to project her voice. Under the alias ""Belle,"" her vocals soon go viral, receiving both love and hatred. Meanwhile, rumors spread of a chaotic beast within U, known only as ""The Dragon."" After a chance meeting during her concert, Belle finds he is not as evil as the stories suggest. Now, both online and in the real world, Suzu has to face the struggles of identity, fame, and opening one's heart.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1081/115716l.jpg;Drama, Fantasy, Sci-Fi;7.47;1;https://myanimelist.net/anime/44807/Ryuu_to_Sobakasu_no_Hime
Sailor Moon;Bishoujo Senshi Sailor Moon;Jikan (MyAnimeList);Usagi Tsukino is an average student and crybaby klutz who constantly scores low on her tests. Unexpectedly, her humdrum life is turned upside down when she saves a cat with a crescent moon on its head from danger. The cat, named Luna, later reveals that their meeting was not an accident: Usagi is destined to become Sailor Moon, a planetary guardian with the power to protect the Earth. Given a special brooch that allows her to transform, she must use her new powers to save the city from evil energy-stealing monsters sent by the malevolent Queen Beryl of the Dark Kingdom.  But getting accustomed to her powers and fighting villains are not the only things she has to worry about. She must find the lost princess of the Moon Kingdom, the other Sailor Guardians, and the Legendary Silver Crystal in order to save the planet from destruction.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1440/92258l.jpg;Romance;7.75;46;https://myanimelist.net/anime/530/Bishoujo_Senshi_Sailor_Moon
Sailor Moon Crystal;Bishoujo Senshi Sailor Moon Crystal;Jikan (MyAnimeList);"Though a little clumsy and easily brought to tears, Usagi Tsukino is a typical 14-year-old girl in her second year of junior high. However, all of that changes when an encounter with Luna, a mysterious talking black cat, whose head bears the mark of a crescent moon, results in the animal bestowing a magical brooch upon her. Now Usagi can transform into Sailor Moon, a magical girl in a sailor uniform who protects love and peace!  Usagi is appointed as a guardian of justice and is tasked with the search for the legendary Silver Crystal, a magical artifact that holds immense power, as well as finding the other Sailor Guardians and the lost princess of Luna's home, the Moon Kingdom. Her mission isn't without opposition, however; Queen Beryl, ruler of the Dark Kingdom, wants to claim the Silver Crystal and take its power for her own.  Though she still has to worry about her school, family, and love life, it is up to Sailor Moon and the other Sailor Guardians to save the day!  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1209/133699l.jpg;Romance;7.15;26;https://myanimelist.net/anime/14751/Bishoujo_Senshi_Sailor_Moon_Crystal
Sakamoto Days;Sakamoto Days;Jikan (MyAnimeList);The name Tarou Sakamoto once instilled fear in every villain. No other professional hitman matched his prowess, and fellow assassins revered him. However, Sakamoto fell in love. In five short years, he married, became a father, put on some weight, and traded his weapons for an apron as he became the owner of a humble convenience store.  Although Sakamoto is decidedly retired, he finds his old life of crime hard to shake off. His former partner, Shin Asakura, reappears and resolves to stay with Sakamoto's family under their strict no-kill rule. To make matters worse, a large bounty is placed on Sakamoto's head. Numerous assassins now pursue him—but they are in for a surprise. Sakamoto has not lost his edge, and no matter what tricks his enemies pull, he will fight off every last one to protect his dear family.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1026/146459l.jpg;Action, Comedy;7.59;11;https://myanimelist.net/anime/58939/Sakamoto_Days
Sakura Quest;Sakura Quest;Jikan (MyAnimeList);"Tired of her rural home, recent college graduate Yoshino Koharu is desperate to lead a more exciting life in Tokyo. After a fruitless job hunt, she finally receives a part-time offer as queen of the bizarre ""Kingdom of Chupakabura,"" a rundown mini-attraction in the small agricultural town of Manoyama. However, Yoshino discovers upon her arrival in Manoyama that she was mistaken for a celebrity and the job offer was a mistake. Left with no other options, Yoshino reluctantly agrees to take on the role and aid the Board of Tourism in their efforts to revitalize Manoyama. Determined to bring excitement to the dying town with the help of local residents, the queen enacts a series of projects to highlight the beauty and charm of Manoyama's culture.  Sakura Quest delves into the story of a tight-knit community that is struggling to balance change while also maintaining the rich traditions and bonds which define their identity.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/6/85222l.jpg;Slice of Life;7.39;25;https://myanimelist.net/anime/34494/Sakura_Quest
Samurai Champloo;Samurai Champloo;Jikan (MyAnimeList);"Fuu Kasumi is a young and clumsy waitress who spends her days peacefully working in a small teahouse. That is, until she accidentally spills a drink all over one of her customers! With a group of samurai now incessantly harassing her, Fuu desperately calls upon another samurai in the shop, Mugen, who quickly defeats them with his wild fighting technique, utilizing movements reminiscent to that of breakdancing. Unfortunately, Mugen decides to pick a fight with the unwilling ronin Jin, who wields a more precise and traditional style of swordfighting, and the latter proves to be a formidable opponent. The only problem is, they end up destroying the entire shop as well as accidentally killing the local magistrate's son.  For their crime, the two samurai are captured and set to be executed. However, they are rescued by Fuu, who hires the duo as her bodyguards. Though she no longer has a place to return to, the former waitress wishes to find a certain samurai who smells of sunflowers and enlists the help of the now exonerated pair to do so. Despite initially disapproving of this idea, the two eventually agree to assist the girl in her quest; thus, the trio embark upon an adventure to find this mysterious warrior—that is, if Fuu can keep Mugen and Jin from killing each other.  Set in an alternate Edo Period of Japan, Samurai Champloo follows the journey of these three eccentric individuals in an epic quest full of action, comedy, and dynamic sword fighting, all set to the beat of a unique hip-hop infused soundtrack.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1370/135212l.jpg;Action, Adventure, Comedy;8.52;26;https://myanimelist.net/anime/205/Samurai_Champloo
Samurai X;Rurouni Kenshin: Meiji Kenkaku Romantan;Jikan (MyAnimeList);In the final years of the Bakumatsu era lived a legendary assassin known as Hitokiri Battousai. Feared as a merciless killer, he was unmatched throughout the country, but mysteriously disappeared at the peak of the Japanese Revolution. It has been ten peaceful years since then, but the very mention of Battousai still strikes terror into the hearts of war veterans.  Unbeknownst to them, Battousai has abandoned his bloodstained lifestyle in an effort to repent for his sins, now living as Kenshin Himura, a wandering swordsman with a cheerful attitude and a strong will. Vowing never to kill again, Kenshin dedicates himself to protecting the weak. One day, he stumbles across Kaoru Kamiya at her kendo dojo, which is being threatened by an impostor claiming to be Battousai. After receiving help from Kenshin, Kaoru allows him to stay at the dojo, and so the former assassin temporarily ceases his travels.  Rurouni Kenshin: Meiji Kenkaku Romantan tells the story of Kenshin as he strives to save those in need of saving. However, as enemies from both past and present begin to emerge, will the reformed killer be able to uphold his new ideals?  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1346/119505l.jpg;Action, Comedy, Romance;8.27;94;https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
Sangatsu no Lion;3-gatsu no Lion;Jikan (MyAnimeList);Having reached professional status in middle school, Rei Kiriyama is one of the few elite in the world of shogi. Due to this, he faces an enormous amount of pressure, both from the shogi community and his adoptive family. Seeking independence from his tense home life, he moves into an apartment in Tokyo. As a 17-year-old living on his own, Rei tends to take poor care of himself, and his reclusive personality ostracizes him from his peers in school and at the shogi hall.  However, not long after his arrival in Tokyo, Rei meets Akari, Hinata, and Momo Kawamoto, a trio of sisters living with their grandfather who owns a traditional wagashi shop. Akari, the oldest of the three girls, is determined to combat Rei's loneliness and poorly sustained lifestyle with motherly hospitality. The Kawamoto sisters, coping with past tragedies, also share with Rei a unique familial bond that he has lacked for most of his life. As he struggles to maintain himself physically and mentally through his shogi career, Rei must learn how to interact with others and understand his own complex emotions.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/3/82899l.jpg;Drama;8.37;22;https://myanimelist.net/anime/31646/3-gatsu_no_Lion
SAO;Sao Nhập Ngũ;TMDB;;https://image.tmdb.org/t/p/original/9DQAT1urKpcvb8UO0XqsoSKIe9A.jpg;Reality;0.0;181;https://www.themoviedb.org/tv/283207
Sasaki to Miyano;Sasaki to Miyano;Jikan (MyAnimeList);"Yoshikazu Miyano's troubles first start one hot summer day when Shuumei Sasaki steps into his life. Sasaki saves Miyano's classmate from a group of bullies, and after that, Miyano cannot seem to shake off his eccentric upperclassman. His silent admiration for Sasaki gradually sours into annoyance each time the so-called delinquent refuses to leave him alone. Constantly being called by cute nicknames and having his boundaries ignored, Miyano wonders why Sasaki wants to get close to him.  The shy and easily flustered Miyano harbors an embarrassing secret—he is a ""fudanshi,"" a boy who likes boys' love (BL) manga. The last thing he wants is for other students to find out, but through a slip of the tongue, he reveals the truth to Sasaki. Intrigued, the clueless Sasaki asks to borrow a book to read, which he is given very reluctantly. To Miyano's surprise, Sasaki enjoys the BL that he receives and asks for more, marking a shift in their strange dynamic.  Although Sasaki appears to possess some personal agenda, his feelings for Miyano become complicated the more time they spend together. As they now share a common interest, their relationship is poised to change and further develop.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1182/119308l.jpg;Boys Love;8.18;12;https://myanimelist.net/anime/44055/Sasaki_to_Miyano
Sasayaku You ni Koi wo Utau;Sasayaku You ni Koi wo Utau;Jikan (MyAnimeList);Himari Kino is a cheerful and outgoing girl who is able to make friends with anyone she wants. When she enrolls in high school and attends the freshman opening ceremony, Himari falls in love with Yori Asanagi, a reserved upperclassman, during Yori's band performance. After the show, Himari blurts out her love, but Yori is inexperienced when it comes to romance.  Yori, who did not expect this outcome at all, looks for answers from her friends and music. She decides to respond to Himari's confession, and to her surprise, Yori discovers that Himari fell in love with her music and performance rather than Yori as a person.  Despite the shock, Yori desires to make Himari truly fall in love with her. The duo spend time together after school on the rooftop, where Yori usually plays her guitar with hopes to change Himari's feelings for her.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1455/141858l.jpg;Drama, Girls Love;6.72;12;https://myanimelist.net/anime/54233/Sasayaku_You_ni_Koi_wo_Utau
Sayonara no Asa ni Yakusoku no Hana wo Kazarou [2018][1080p][4.95 Gb];Sayonara no Asa ni Yakusoku no Hana wo Kazarou;Jikan (MyAnimeList);Maquia is a member of a special race called the Iorph—mystical beings who can live for hundreds of years and remain separate from the lives and daily troubles of mankind. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day however, the outside world finds her, as the power-hungry kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality of the Iorph to his bloodline.  The humans and their Renato ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato that has gone berserk. It soon dies, and she is left deserted in a forest far from home, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her, or how to live with the smoldering loneliness inside, she is determined to make it all work somehow.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/11/89556l.jpg;Drama, Fantasy;8.4;1;https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou
Scarlet Nexus;Scarlet Nexus;Jikan (MyAnimeList);"In the year 2020, a nation faces the pervasive threat of the ""Others""—mysterious monsters who fall from the sky and feed on human brains. At the same time, psionics, a hormone that gives certain people extrasensory abilities that are effective against the Others, is discovered in the human body. Subsequently, the nation's founder establishes the Other Suppression Force (OSF) to combat these monsters and save humanity. Commonly referred to as the Scarlet Guardians, young individuals with psionics undergo intensive training to join this group.  One day, the nation prepares an induction ceremony for the exceptional recruits who completed the grueling training to become Scarlet Guardians. Among these young elites is Yuito Sumeragi, the determined son of the nation's founder; at the age of five, he was rescued by a woman in the OSF. To repay this debt, he joins the organization, eager to put his training to good use. As he meets his new comrades, he faces a big problem—the woman who saved him years ago closely resembles one of his teammates. However, this should be the least of his worries—unbeknownst to him, a conspiracy is brewing, one with the capability to shake the entire country.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1314/116004l.jpg;Action, Sci-Fi;5.73;26;https://myanimelist.net/anime/48492/Scarlet_Nexus
School Rumble;School Rumble;Jikan (MyAnimeList);"Just the words ""I love you,"" and everything changes—such is the nature of the bittersweet trials of high school romance. Tenma Tsukamoto, a second year, is on a quest to confess her feelings to the boy she likes. Kenji Harima, a delinquent with a sizable reputation, is in a similar situation, as he cannot properly convey his feelings to the one he loves. Between school, friends, rivalries, and hobbies, these two will find that high school romance is no walk in the park, especially as misunderstandings further complicate their plight.  School Rumble is a high-octane romantic comedy full of relatable situations, as Tenma and Kenji both try to win the hearts of those they desire.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1465/142014l.jpg;Comedy, Romance;7.88;26;https://myanimelist.net/anime/24/School_Rumble
Seirei Gensouki;Seirei Gensouki;Jikan (MyAnimeList);When 20-year-old college student Haruto Amakawa dies in a traffic accident, he does not expect to wake up in an unfamiliar world in the body of a young boy named Rio. As their memories and personas fuse, Rio realizes that he now also possesses magical powers. He is relieved to find that his burning passion for revenge against his mother's murderers has not subsided, despite his newly changed identity.  Not soon after, Rio comes across the kidnapped princess of the Bertram Kingdom and saves her without hesitation. To express his gratitude, the king grants him the opportunity to enroll in the Bertram Royal Academy. Believing this to be a new chapter in his life, he is excited to study at this prestigious academy, but life here proves to be difficult for him, a slum-dweller surrounded by the majestic children of nobles.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1836/116060l.jpg;Action, Adventure, Fantasy, Romance;7.06;12;https://myanimelist.net/anime/44203/Seirei_Gensouki
Shangri-La Frontier - Kusoge Hunter;Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su;Jikan (MyAnimeList);High school student Rakurou Hizutome has a peculiar hobby of playing poorly made games—ones that are unbalanced or are filled with so many bugs that make them borderline unplayable. The few who share his hobby might recognize him by his in-game name, Sunraku. For his next game, Rakurou is recommended Shangri-La Frontier, a popular and well-received virtual reality game as a breather from the terrible games he has been playing recently.  Once he boots up the game, Rakurou decides to sell off most of his starting gear to gain extra money, leaving himself with only a pair of boxers, a bird mask, and some weapons. He is instantly hooked as he meticulously levels up his avatar. However, after encountering some intimidating monsters, he realizes that he may have underestimated the challenge that a mainstream game can offer. As Rakurou progresses, he must draw on all the skills he has perfected from his previous gaming experience. Before long, Sunraku's eccentric playstyle takes Shangri-La Frontier by storm.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1500/139931l.jpg;Action, Adventure, Fantasy;8.1;25;https://myanimelist.net/anime/52347/Shangri-La_Frontier__Kusoge_Hunter_Kamige_ni_Idoman_to_su
Shigatsu wa Kimi no Uso;Shigatsu wa Kimi no Uso;Jikan (MyAnimeList);"Kousei Arima is a child prodigy known as the ""Human Metronome"" for playing the piano with precision and perfection. Guided by a strict mother and rigorous training, Kousei dominates every competition he enters, earning the admiration of his musical peers and praise from audiences. When his mother suddenly passes away, the subsequent trauma makes him unable to hear the sound of a piano, and he never takes the stage thereafter.  Nowadays, Kousei lives a quiet and unassuming life as a junior high school student alongside his friends Tsubaki Sawabe and Ryouta Watari. While struggling to get over his mother's death, he continues to cling to music. His monochrome life turns upside down the day he encounters the eccentric violinist Kaori Miyazono, who thrusts him back into the spotlight as her accompanist. Through a little lie, these two young musicians grow closer together as Kaori tries to fill Kousei's world with color.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1405/143284l.jpg;Drama, Romance;8.64;22;https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai;Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai;Jikan (MyAnimeList);With the introduction of strict new morality laws, Japan has become a nation cleansed of all that is obscene and impure. By monitoring citizens using special devices worn around their necks, authorities have taken extreme measures to ensure that society remains chaste.   In this world of sexual suppression, Tanukichi Okuma—son of an infamous terrorist who opposed the chastity laws—has just entered high school, offering his help to the student council in order to get close to president Anna Nishikinomiya, his childhood friend and crush. Little does he know that the vice president Ayame Kajou has a secret identity: Blue Snow, a masked criminal dedicated to spreading lewd material amongst the sheltered public—and Tanukichi has caught the girl's interest due to his father's notoriety.  Soon, Tanukichi is dragged into joining her organization called SOX, where he is forced to spread obscene propaganda, helping to launch an assault against the government's oppressive rule. With their school set as the first point of attack, Tanukichi will have to do the unthinkable when he realizes that their primary target is the person he admires most.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/6/75106l.jpg;Comedy, Ecchi;7.2;12;https://myanimelist.net/anime/29786/Shimoneta_to_Iu_Gainen_ga_Sonzai_Shinai_Taikutsu_na_Sekai
Shingeki no Kiojin;Shingeki no Kyojin;Jikan (MyAnimeList);Centuries ago, mankind was slaughtered to near extinction by monstrous humanoid creatures called Titans, forcing humans to hide in fear behind enormous concentric walls. What makes these giants truly terrifying is that their taste for human flesh is not born out of hunger but what appears to be out of pleasure. To ensure their survival, the remnants of humanity began living within defensive barriers, resulting in one hundred years without a single titan encounter. However, that fragile calm is soon shattered when a colossal Titan manages to breach the supposedly impregnable outer wall, reigniting the fight for survival against the man-eating abominations.  After witnessing a horrific personal loss at the hands of the invading creatures, Eren Yeager dedicates his life to their eradication by enlisting into the Survey Corps, an elite military unit that combats the merciless humanoids outside the protection of the walls. Eren, his adopted sister Mikasa Ackerman, and his childhood friend Armin Arlert join the brutal war against the Titans and race to discover a way of defeating them before the last walls are breached.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/10/47347l.jpg;Action, Award Winning, Drama, Suspense;8.57;25;https://myanimelist.net/anime/16498/Shingeki_no_Kyojin
Shokugeki no Soma;Shokugeki no Souma;Jikan (MyAnimeList);"Souma Yukihira has been cooking alongside his father Jouichirou for as long as he can remember. As a sous chef at his father's restaurant, he has spent years developing his culinary expertise and inventing new dishes to amaze their customers. He aspires to exceed his father's skill and take over the restaurant one day, but he is shocked to learn that Jouichirou is closing up the shop to take a job in New York.  Rather than tagging along with his father, Souma finds himself enrolling at the prestigious Tootsuki Culinary Academy, where only 10 percent of its students end up graduating. The school is famous for its ""Shokugeki""—intense cooking competitions between students often used to settle debates and arguments. Jouichirou tells Souma that, to surpass him, he must survive the next three years at Tootsuki and graduate there.  The academy's brutal curriculum and fiercely competitive student body await the young chef, who must learn to navigate the treacherous environment if he wants to stand a chance at realizing his dreams. But is skill alone enough to let him rise to the top?  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1444/148976l.jpg;Gourmet, Ecchi;8.11;24;https://myanimelist.net/anime/28171/Shokugeki_no_Souma
Slam Dunk;Slam Dunk;Jikan (MyAnimeList);"Hanamichi Sakuragi, infamous for his temper, massive height, and fire-red hair, enrolls in Shohoku High, hoping to finally get a girlfriend and break his record of being rejected 50 consecutive times in middle school. His notoriety precedes him, however, leading to him being avoided by most students. Soon, after certain events, Hanamichi is left with two unwavering thoughts: ""I hate basketball,"" and ""I desperately need a girlfriend.""  One day, a girl named Haruko Akagi approaches him without any knowledge of his troublemaking ways and asks him if he likes basketball. Hanamichi immediately falls head over heels in love with her, blurting out a fervent affirmative. She then leads him to the gymnasium, where she asks him if he can do a slam dunk. In an attempt to impress Haruko, he makes the leap, but overshoots, instead slamming his head straight into the blackboard. When Haruko informs the basketball team's captain of Hanamichi's near-inhuman physical capabilities, he slowly finds himself drawn into the camaraderie and competition of the sport he had previously held resentment for.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/12/86890l.jpg;Sports;8.56;101;https://myanimelist.net/anime/170/Slam_Dunk
Solo Leveling;Ore dake Level Up na Ken;Jikan (MyAnimeList);Humanity was caught at a precipice a decade ago when the first gates—portals linked with other dimensions that harbor monsters immune to conventional weaponry—emerged around the world. Alongside the appearance of the gates, various humans were transformed into hunters and bestowed superhuman abilities. Responsible for entering the gates and clearing the dungeons within, many hunters chose to form guilds to secure their livelihoods.  Sung Jin-Woo is an E-rank hunter dubbed as the weakest hunter of all mankind. While exploring a supposedly safe dungeon, he and his party encounter an unusual tunnel leading to a deeper area. Enticed by the prospect of treasure, the group presses forward, only to be confronted with horrors beyond their imagination. Miraculously, Jin-Woo survives the incident and soon finds that he now has access to an interface visible only to him. This mysterious system promises him the power he has long dreamed of—but everything comes at a price.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1801/142390l.jpg;Action, Adventure, Fantasy;8.16;12;https://myanimelist.net/anime/52299/Ore_dake_Level_Up_na_Ken
Sono Bisque Doll wa Koi wo Suru;Sono Bisque Doll wa Koi wo Suru;Jikan (MyAnimeList);High school student Wakana Gojou spends his days perfecting the art of making hina dolls, hoping to eventually reach his grandfather's level of expertise. While his fellow teenagers busy themselves with pop culture, Gojou finds bliss in sewing clothes for his dolls. Nonetheless, he goes to great lengths to keep his unique hobby a secret, as he believes that he would be ridiculed were it revealed.   Enter Marin Kitagawa, an extraordinarily pretty girl whose confidence and poise are in stark contrast to Gojou's meekness. It would defy common sense for the friendless Gojou to mix with the likes of Kitagawa, who is always surrounded by her peers. However, the unimaginable happens when Kitagawa discovers Gojou's prowess with a sewing machine and brightly confesses to him about her own hobby: cosplay. Because her sewing skills are pitiable, she decides to enlist his help.  As Gojou and Kitagawa work together on one cosplay outfit after another, they cannot help but grow close—even though their lives are worlds apart.  [Written by MAL Rewrite];https://cdn.myanimelist.net/images/anime/1179/119897l.jpg;Romance;8.13;12;https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru
Sousou no Frieren;Sousou no Frieren;Jikan (MyAnimeList);"During their decade-long quest to defeat the Demon King, the members of the hero's party—Himmel himself, the priest Heiter, the dwarf warrior Eisen, and the elven mage Frieren—forge bonds through adventures and battles, creating unforgettable precious memories for most of them.  However, the time that Frieren spends with her comrades is equivalent to merely a fraction of her life, which has lasted over a thousand years. When the party disbands after their victory, Frieren casually returns to her ""usual"" routine of collecting spells across the continent. Due to her different sense of time, she seemingly holds no strong feelings toward the experiences she went through.  As the years pass, Frieren gradually realizes how her days in the hero's party truly impacted her. Witnessing the deaths of two of her former companions, Frieren begins to regret having taken their presence for granted; she vows to better understand humans and create real personal connections. Although the story of that once memorable journey has long ended, a new tale is about to begin.  [Written by MAL Rewrite]";https://cdn.myanimelist.net/images/anime/1015/138006l.jpg;Adventure, Award Winning, Drama, Fantasy;9.26;28;https://myanimelist.net/anime/52991/Sousou_no_Frieren
