Titulo;Anio;Sinopsis;Link_Imagen;Generos;Puntuacion_IMDb;Temporadas;Capitulos
Drake y Josh;2004 - 2007;"Sin haber cruzado antes una palabra en el instituto, Drake y Josh se convierten en hermanastros de la noche a la mañana. Drake Parker toca la guitarra en su propia banda, llamada ""Drake y sus Notas Rockeras"". Es guapo y tiene éxito con las chicas, incluso sale a veces con dos chicas a la vez, y no le importa sacar malas notas, como le sucede a su hermanastro, Josh, un buen estudiante al que no le gustan los deportes, adora los trucos de magia, la cocina y los videojuegos. A Josh no le va bien con las chicas, y es fan de Oprah Winfrey. Viven con la madre de Drake y el padre de Josh y Megan, la hermana de Drake, a quien le gusta hacer bromas pesadas a los chicos. Todos forman una familia, con sus diferencias y sus distintas formas de ser.";https://image.tmdb.org/t/p/original/udCvGctktHvvf8w51XyTPfcmzDa.jpg;Comedia;8.358;4;57
Las gotas de Dios;2026 - 2026;Shizuku Kanzaki, el hijo distanciado de un famoso crítico de vinos, no ha probado una copa de vino en su vida. Tras la inesperada muerte de su padre, descubre que debe competir por su herencia contra Issei Tomine, un joven prodigio al que su progenitor adoptó como protegido. Con la ayuda de una entusiasta y peculiar sumiller en prácticas, Shizuku empieza a descubrir su pasión por la complejidad del vino y, poco a poco, comienza a comprender mejor al que fue su padre.;https://image.tmdb.org/t/p/original/eJngpqzGzppVkR5XoM9uuPFOukn.jpg;Animación, Drama, Misterio;6.0;1;24
Dune: La profecía;2024 - 2024;Ambientada 10.000 años antes de los acontecimientos de la novela Dune de 1965, la serie sigue a las hermanas Valya y Tula Harkonnen en su lucha contra las fuerzas que amenazan el futuro de la humanidad y en la creación de la legendaria secta conocida como las Bene Gesserit.;https://image.tmdb.org/t/p/original/kwWQHEBTL2TrUFcINqgLjSJdqIQ.jpg;Sci-Fi & Fantasy, Drama, Action & Adventure;7.25;2;14
La Tierra permanece;2024 - 2024;Cuando una plaga de una virulencia sin precedentes arrasa el planeta, la raza humana queda prácticamente aniquilada. Después, a medida que la gran maquinaria de la civilización se desmorona lenta e inexorablemente, sólo quedan unos pocos supervivientes destrozados que luchan contra la extinción.;https://image.tmdb.org/t/p/original/dHhtX1AFLil6gpZk9QZZLnXSn8F.jpg;Sci-Fi & Fantasy;7.24;1;6
Echo;2024 - 2024;La historia del origen de Echo vuelve a visitar a Maya López, cuyo comportamiento despiadado en la ciudad de Nueva York la alcanza en su ciudad natal. Debe enfrentar su pasado, reconectarse con sus raíces nativas americanas y abrazar el significado de familia y comunidad si alguna vez espera seguir adelante.  Perseguida por el imperio de Fisk, Maya vuelve a casa, donde hará frente a su legado y a su familia.;https://image.tmdb.org/t/p/original/1RFLMSnFng8G23zZ1G5Q6lFVRfY.jpg;Action & Adventure, Crimen, Drama;6.066;1;5
Ecos del desierto;2013 - 2013;;https://image.tmdb.org/t/p/original/lyFfi5Fs5laHfqoXJupfM52NfMi.jpg;Drama;0.0;1;4
El ADN del delito;2023 - 2025;Un grupo de agentes federales va a tener que recurrir a su ingenio para descifrar las claves de un espectacular robo.;https://image.tmdb.org/t/p/original/sKETyavKQOqsxaA2lq3T3iGnvTC.jpg;Drama, Crimen, Action & Adventure;7.5;2;16
El baile de las luciérnagas;2021 - 2023;Tully y Kate son amigas íntimas desde pequeñas, cuando eran vecinas, y han sido inseparables durante treinta años de altibajos.;https://image.tmdb.org/t/p/original/cwMATnE3CDCfjwxzo57hkvXMC5i.jpg;Drama;7.761;2;26
El barco;2011 - 2013;Una catástrofe mundial provoca un cataclismo que lleva a la desaparición de la tierra firme. Con el planeta inundado de agua, la tripulación y los jóvenes alumnos de un buque escuela parecen ser los únicos supervivientes… Aislados del resto de un mundo que ni siquiera saben si ya existe, los principales responsables de que la nave llegue a puerto son el capitán (Juanjo Artero) y la científica del buque (Irene Montalá). Además de los alumnos está Ulises (Mario Casas), un polizón rebelde y con madera de héroe, y Ainhoa (Blanca Suárez), la hija adolescente del capitán, que se ha embarcado junto a su hermana pequeña Valeria (Patricia Arbues), a raíz del reciente fallecimiento de su madre.;https://image.tmdb.org/t/p/original/tfifgKMWPCtEebp7wH9vBKkDpcx.jpg;Action & Adventure, Misterio, Drama;7.839;3;43
El bosque del piano;2018 - 2019;Kai crece tocando un viejo piano abandonado en el bosque. El padre de Shuhei es un famoso pianista. Su encuentro casual cambiará sus vidas y la música.;https://image.tmdb.org/t/p/original/aP95sip6J0JkwC5DS2uWDzl2VyM.jpg;Animación, Drama;6.5;2;24
El caso Asunta;2024 - 2024;Cuando un matrimonio denuncia la desaparición de su hija de 12 años, la investigación no tarda en volverse contra ellos.;https://image.tmdb.org/t/p/original/mqVwu7nwNyYv6ehdVbRGCkLraUQ.jpg;Crimen, Drama;7.284;1;6
El caso Hartung;2021 - 2026;En un parque infantil de una tranquila zona residencial de Copenhague, la policía encuentra a una joven brutalmente asesinada a la que le han seccionado una mano. Sobre la chica cuelga un muñequito hecho con castañas. El caso se asigna a la ambiciosa y joven detective Naia Thulin y a su nuevo compañero, Mark Hess.;https://image.tmdb.org/t/p/original/9if9wfo0SSvHbZDN8IamLXjr9Zh.jpg;Drama, Crimen, Misterio;7.493;2;12
El chiringuito de Pepe;2014 - 2016;"'Chiringuito de Pepe' narra las vicisitudes de Sergi Roca, una chef de alta cocina con fama mundial que se ve en la obligación de acudir a un chiringuito de playa situado en Peñíscola con el objetivo de salvarlo de su inminente ruina. Allí conocerá a la singular familia que regenta el establecimiento: el dueño, Pepe Leal; su hijo Vicente y su sobrino Dani. También tendrá ocasión de conocer a otros personajes: Mariana, una pescadora de la que Pepe está enamorado, y Laura, propietaria de una tahona en el pueblo a la que le apasiona la repostería creativa.";https://image.tmdb.org/t/p/original/x8k2l5HGTQM8aiExHipY1qZQiVq.jpg;Comedia;6.1;2;26
El Cid;2020 - 2021;Rodrigo Díaz de Vivar es un joven paje que sirve lealmente a Sancho, el futuro rey de León y Castilla. Mientras lucha por sobresalir en la Corte gracias a su talento con la espada, se ve envuelto en una conspiración para derrocar al rey que provocará sangre, dolor y muerte y que salpicará tanto a los reinos cristianos como a las taifas musulmanas.;https://image.tmdb.org/t/p/original/qgKB7PgoAIUXNAs8xr4OjThgp4C.jpg;Action & Adventure, Drama, War & Politics;7.2;2;10
El club de los graves;2023 - 2023;Amaranto Molina es un profesor peculiar. Con su metodología rompedora, se embarcará en un viaje lleno de experiencias únicas para ayudar a sus alumnos a expresar sus verdaderos talentos musicales y curarse de sus heridas.;https://image.tmdb.org/t/p/original/yibOkTdFK8XDvNHK51ZrsdcCK7e.jpg;Comedia, Drama;9.3;1;10
El cuco de cristal;2025 - 2025;Con la esperanza de descubrir quién era su donante de corazón, una joven doctora se sumerge en un pequeño pueblo asolado por décadas de misteriosas tragedias.;https://image.tmdb.org/t/p/original/ac9e5FC2DlJZZcgBtQ5Jr2973uz.jpg;Drama, Crimen, Misterio;6.577;1;6
El cuerpo en llamas;2023 - 2023;Encuentran a un oficial de policía muerto, con el cuerpo calcinado. Todas las sospechas recaen sobre otros dos agentes: su novia y el amante de ella. Inspirada en hechos reales.;https://image.tmdb.org/t/p/original/9owvb3SXwNB7I7lnf0Yffo4BJHv.jpg;Drama, Misterio;6.675;1;8
El desconocido: La historia del cholo Adrián;2017 - 2019;La historia del cholo Adrián: 'El Cholo Adrián', la mano derecha del narcotraficante más famoso del mundo 'El Chapo' Guzmán, personaje inspirado en el líder del cártel de Sinaloa y que actualmente está preso en EEUU luego de ser extraditado. Gastelum se encuentra preso en México.;https://image.tmdb.org/t/p/original/shtyfwUJtfrqqLHeXEToY46whge.jpg;Crimen, Action & Adventure;3.667;2;13
El desorden que dejas;2020 - 2020;Raquel, una joven profesora de literatura, acepta el puesto de suplente que le ofrecen en el instituto de Novariz, pueblo al que pertenece su marido. Cuando llega se entera de que Elvira, la profesora a la que está sustituyendo se suicidó. Eso la extraña pero las cosas se ponen peor cuando al finalizar las clases encuentra una nota en su bolso en la que pone: ¿Y tú cuánto vas a tardar en matarte?. Raquel se empieza a hacer preguntas y decidida, empieza a investigar sobre la antigua profesora para averiguar qué le pasó. Durante la investigación que lleva a cabo por su cuenta, sin contarle a nadie lo que le pasa por puro miedo, sigue recibiendo notas de ese estilo.;https://image.tmdb.org/t/p/original/byjna2mXAkO1CO1nBgmYR60UcB6.jpg;Drama, Misterio;6.921;1;8
El encargado;2022 - 2026;Eliseo es el superintendente de un edificio de lujo. En la superficie, es cordial y dócil en su papel, pero en el fondo, Eliseo se cree la figura omnipotente de la comunidad, entrometiéndose en los asuntos de los residentes y moviendo los hilos cuando lo considera conveniente. La única preocupación de Eliseo es proteger su trabajo, que se ve amenazado por un proyecto de piscina propuesto.;https://image.tmdb.org/t/p/original/oO6moEWDRYtYwZMYOUl1eOnAnE3.jpg;Comedia, Drama;8.178;4;32
El Eternauta;2025 - 2025;Una noche de verano en Buenos Aires, una misteriosa nevada mortal acaba con la mayor parte de la población y deja aisladas a miles de personas. Versión contemporánea basada en la novela gráfica homónima.;https://image.tmdb.org/t/p/original/9Krv5NvKa5a3Q3b1l2B3rP9Bj8E.jpg;Drama, Action & Adventure, Sci-Fi & Fantasy;7.458;1;6
El gatopardo;2025 - 2025;Durante la unificación de Italia en la década de 1860, un príncipe siciliano ve cómo los cambios provocados por la revolución amenazan los antiguos privilegios de su familia.;https://image.tmdb.org/t/p/original/wqErdSqx21mVZVIqUShXMsTAECM.jpg;Drama;7.7;1;6
El hijo zurdo;2023 - 2023;Lola es zurda. Su hijo Lorenzo también. Tenemos la manía de decir que nuestros hijos tienen que parecerse a alguien. Como si quisiéramos negar el descomunal acto de libertad que es nacer. Impidiéndoles que rompan el cordón. ¿A quién se parece el hijo zurdo que pega a los hijos de otras madres?;https://image.tmdb.org/t/p/original/dCz8UlZEz8aVU1aglrcVrqU43wd.jpg;Drama;6.188;1;6
El inocente;2021 - 2021;Una muerte accidental arrastra a un hombre a un turbio mundo de intrigas y asesinatos. Cuando por fin encuentra el amor y la libertad, una llamada resucita su pesadilla.;https://image.tmdb.org/t/p/original/4S4WD60F020WAltGxaRS9jDjpQZ.jpg;Crimen, Misterio, Drama;7.7;1;8
El internado;2007 - 2010;"Marcos y Paula, dos hermanos gallegos cuyos padres han desaparecido en alta mar, ingresan en el internado Laguna Negra bajo la tutela de su director, Héctor de la Vega. Allí, pronto empezarán a suceder extraños acontecimientos y macabras muertes y parece que Paula, de apenas 6 años, está en el centro de todo cuanto pasa a su alrededor: un ser extraño que vaga por el bosque; personajes que no son quienes dicen ser o que saben más de lo que parece; desapariciones; animales mutantes; unos oscuros pasadizos donde se esconden la verdad, muertes, cadáveres y la aparición de la madre de Marcos y Paula. No solo se centra en esta parte, también hay muchas más historias dentro del Internado.";https://image.tmdb.org/t/p/original/eijsq0ZTpQkjMXNkTI1R2v0hNjF.jpg;Drama, Action & Adventure, Familia;8.157;7;71
El internado: Las Cumbres;2021 - 2023;En un colegio ubicado junto a un antiguo monasterio en un lugar inaccesible entre las montañas, los alumnos son chicos problemáticos y rebeldes que vivirán bajo la estricta y severa disciplina que impone el centro para reinsertarlos a la sociedad. El bosque circundante alberga antiguas leyendas, amenazas que siguen vigentes y que les sumergirán en aventuras trepidantes y terroríficas.;https://image.tmdb.org/t/p/original/zbJZWyIPaFvuWgrNrC6bGTTRCIx.jpg;Drama, Misterio;7.512;3;22
El jardinero;2025 - 2025;La madre de Elmer usó la falta de sentimientos de su hijo para convertirlo en sicario. Pero cuando él se enamora de su próxima víctima, su tapadera de apacibles jardineros titubea.;https://image.tmdb.org/t/p/original/fbsK458pPJ8It2OreFtTzSdvT4H.jpg;Crimen, Drama;6.7;1;6
El juego de las llaves;2019 - 2024;Ocho amigos, todos en una relación estable, deciden aventurarse en un juego de descubrimiento sexual intercambiando parejas mientras intentan liberarse de su rutina diaria y agregar un toque picante a su vida amorosa.;https://image.tmdb.org/t/p/original/78n5sw1f6qimGDY08n90GE18RyV.jpg;Drama;7.467;3;24
El lobista;2018 - 2018;"Matías Franco es un cabildero, un ""administrador de intereses"" a favor de individuos, empresas y corporaciones. Su trabajo es interceder, influenciar y presionar a sus contactos en el poder para realizar negocios muy rentables para sus clientes.";https://image.tmdb.org/t/p/original/gevIzXnjw5u0XUo8rsbaeANIvRM.jpg;Drama, Talk;5.5;1;10
El Ministerio del Tiempo;2015 - 2020;Tres agentes de eras diferentes trabajan para una institución secreta que protege el pasado contra los intrusos que viajan en el tiempo para cambiar la historia.;https://image.tmdb.org/t/p/original/sNv6aE47PTTTpHknT3gzmF2rBgh.jpg;Drama, Action & Adventure;7.6;4;42
El mito de Sísifo;2021 - 2021;Un inexplicable incidente lleva a un genio de la ingeniería a descubrir peligrosos secretos del mundo y embarcarse en un viaje junto con una mujer del futuro.;https://image.tmdb.org/t/p/original/yzN80xtaDGjsmyBfKcs3IjF7Frp.jpg;Sci-Fi & Fantasy, Drama, Misterio, Action & Adventure;7.08;1;16
El Monstruo de Florencia;2025 - 2025;Mientras un asesino en serie que ataca a parejas siembra el terror en Italia, las autoridades indagan un caso de 1968 que podría ser la clave para dar con el Monstruo de Florencia.;https://image.tmdb.org/t/p/original/6rUEuEfaFAyhR4PJV5FRxcGzkrS.jpg;Crimen, Misterio, Drama;6.294;1;4
El Nudo;2019 - 2020;Narra el relato de dos parejas de mediana edad en una historia que se cuenta en dos tiempos, que arranca con un accidente, y en la que se habla de relaciones humanas y segundas oportunidades.;https://image.tmdb.org/t/p/original/TU2ZuGEIk9LYAfVXpvb1I5lrC3.jpg;Soap, Drama, Misterio;5.1;1;13
El otro lado;2023 - 2023;Nacho Nieto, periodista especializado en lo paranormal, pasa por su peor momento profesional y personal. Tras un intento fallido de suicidio, vuelve a la vida acompañado por el fantasma de su mentor, el doctor Estrada, mítico comunicador del misterio, fallecido hace más de 20 años. En ese momento se cruza en su vida un virulento caso poltergeist en un piso del extrarradio de Barcelona, en la calle Cardenal Cardona, quizás el caso paranormal más importante de los últimos años. Nacho acude al piso de los fenómenos, donde viven Eva y Rubén, acompañado por el espíritu de su mentor, y ayudado por Juana, su mano derecha en su antiguo programa de radio. Mientras Nacho desenreda el misterio de esa casa, se enfrentará a un oscuro secreto de su pasado. Un secreto que le relaciona directamente con Gorka Romero, quien fue su compañero de investigaciones, y que ahora es el referente del periodismo del misterio en España.;https://image.tmdb.org/t/p/original/ttdTQM2GWyhQb9FTQQqjbEy5xBP.jpg;Comedia, Misterio, Sci-Fi & Fantasy, Documental;6.783;1;6
El paraíso de las señoras;2015 - 2026;Una joven humilde del sur de Italia viaja al norte de Italia para escapar de un prometido infiel y encuentra un trabajo como vendedora en unos grandes almacenes de Milán. Pronto llama la atención del jefe.;https://image.tmdb.org/t/p/original/1XKjPCtprWqjKhTiyYORVwgWePA.jpg;Comedia, Soap, Drama;7.6;10;1349
El pasado no duerme;2023 - 2023;Una nueva muerte despierta dudas inquietantes sobre un viejo caso supuestamente cerrado. Un expolicía que ahora vive en la calle se propone descubrir la verdad.;https://image.tmdb.org/t/p/original/tGENi70RdItakzVqHmrjLNgRbux.jpg;Crimen, Misterio, Drama;6.257;1;6
El pueblo;2019 - 2023;Motivados por diferentes situaciones de crisis existencial, diversos personajes acuden a la llamada de un anuncio en el que se promete una casa y una nueva vida alejada del mundanal ruido. Al llegar, todos coinciden en Peñafría, una diminuta localidad abandonada de Soria. Sin embargo, pronto descubrirán que no están solos. Así, los nuevos moradores iniciarán una convivencia con los oriundos, que les ofrecerán todo tipo de facilidades y alicientes para que forjen una nueva vida y dinamicen su pueblo.;https://image.tmdb.org/t/p/original/w3pJC3leDFQnXsDzHWTqvY7SyMp.jpg;Comedia;7.7;4;32
